# train_loss,val_loss
2.093330323696136475e-01,1.497767418622970581e-01
1.289565265178680420e-01,8.227395266294479370e-02
9.667138010263442993e-02,7.546415925025939941e-02
9.175615012645721436e-02,7.598494738340377808e-02
7.996035367250442505e-02,4.834207147359848022e-02
6.030548736453056335e-02,3.940477594733238220e-02
5.853165313601493835e-02,3.945764899253845215e-02
5.473946407437324524e-02,3.915991634130477905e-02
5.372891575098037720e-02,3.870183229446411133e-02
5.207692086696624756e-02,3.922339901328086853e-02
5.129813775420188904e-02,3.849052637815475464e-02
5.015965923666954041e-02,3.867421299219131470e-02
4.892440885305404663e-02,3.841526061296463013e-02
4.818390682339668274e-02,3.835032880306243896e-02
4.830273240804672241e-02,3.828090056777000427e-02
4.886304214596748352e-02,3.809158131480216980e-02
4.747493192553520203e-02,3.827332332730293274e-02
4.648753628134727478e-02,3.794491663575172424e-02
4.661881551146507263e-02,3.806518018245697021e-02
4.582187160849571228e-02,3.804043307900428772e-02
4.591831564903259277e-02,3.801707178354263306e-02
4.559717327356338501e-02,3.810170292854309082e-02
4.532688483595848083e-02,3.787575289607048035e-02
4.508462548255920410e-02,3.789633139967918396e-02
4.455160349607467651e-02,3.811638429760932922e-02
4.454544931650161743e-02,3.795805945992469788e-02
4.400243982672691345e-02,3.776464238762855530e-02
4.362378269433975220e-02,3.794908151030540466e-02
4.379235953092575073e-02,3.799633681774139404e-02
4.367194697260856628e-02,3.778357803821563721e-02
4.386205598711967468e-02,3.776887059211730957e-02
4.360936582088470459e-02,3.768412768840789795e-02
4.333905875682830811e-02,3.784929588437080383e-02
3.877425193786621094e-02,1.185673382133245468e-02
1.595172472298145294e-02,3.543045837432146072e-03
1.172276772558689117e-02,3.205232322216033936e-03
1.064984314143657684e-02,2.428433159366250038e-03
9.356977418065071106e-03,2.064312342554330826e-03
8.577193133533000946e-03,2.393651753664016724e-03
9.165695868432521820e-03,2.008638577535748482e-03
8.013966493308544159e-03,1.984458649531006813e-03
8.121117018163204193e-03,1.978587592020630836e-03
7.813499309122562408e-03,1.989516429603099823e-03
7.561959326267242432e-03,2.020339947193861008e-03
7.552522700279951096e-03,1.866219681687653065e-03
7.041159551590681076e-03,2.048919908702373505e-03
7.137327920645475388e-03,1.944268820807337761e-03
7.100930437445640564e-03,1.862975535914301872e-03
6.694513838738203049e-03,1.870634849183261395e-03
6.418143864721059799e-03,1.875633257441222668e-03
6.709156092256307602e-03,1.864591264165937901e-03
6.286043673753738403e-03,1.783724990673363209e-03
6.389221642166376114e-03,1.795250223949551582e-03
6.516632623970508575e-03,1.762930653057992458e-03
6.098591256886720657e-03,1.809763023629784584e-03
6.143206730484962463e-03,1.758649596013128757e-03
5.988401360809803009e-03,1.847011852078139782e-03
5.772684700787067413e-03,1.721415319480001926e-03
5.881246645003557205e-03,1.773561816662549973e-03
5.692612379789352417e-03,1.813314505852758884e-03
5.706550087779760361e-03,1.682823058217763901e-03
5.379009991884231567e-03,1.832218375056982040e-03
5.020806565880775452e-03,1.768065732903778553e-03
5.476194899529218674e-03,1.678696600720286369e-03
5.563006736338138580e-03,1.687081297859549522e-03
5.122278351336717606e-03,1.794760231859982014e-03
5.027559585869312286e-03,1.661757822148501873e-03
5.127298645675182343e-03,1.702872803434729576e-03
