# train_loss,val_loss
1.471788436174392700e-01,1.385376453399658203e-01
1.183485239744186401e-01,1.115286573767662048e-01
1.103722527623176575e-01,1.111146882176399231e-01
1.100369170308113098e-01,1.108607724308967590e-01
1.097984313964843750e-01,1.106609776616096497e-01
1.096309646964073181e-01,1.105042099952697754e-01
1.095023602247238159e-01,1.103842332959175110e-01
1.093987002968788147e-01,1.102688163518905640e-01
1.093088388442993164e-01,1.101886630058288574e-01
1.092296764254570007e-01,1.101029217243194580e-01
1.091450005769729614e-01,1.100559160113334656e-01
1.090687289834022522e-01,1.100352033972740173e-01
1.089943051338195801e-01,1.099256500601768494e-01
1.089645922183990479e-01,1.099229902029037476e-01
1.089479997754096985e-01,1.098813489079475403e-01
1.089252606034278870e-01,1.099283024668693542e-01
1.088971868157386780e-01,1.098784804344177246e-01
1.088915988802909851e-01,1.098838001489639282e-01
1.088891178369522095e-01,1.098379120230674744e-01
1.088768392801284790e-01,1.098926588892936707e-01
1.088607609272003174e-01,1.098324581980705261e-01
1.088418290019035339e-01,1.098342165350914001e-01
1.088279485702514648e-01,1.098032593727111816e-01
1.088148429989814758e-01,1.097766160964965820e-01
1.088022887706756592e-01,1.098352372646331787e-01
1.088220849633216858e-01,1.097786873579025269e-01
1.087860912084579468e-01,1.097679659724235535e-01
1.087940782308578491e-01,1.097500249743461609e-01
1.087900623679161072e-01,1.097652316093444824e-01
1.087721362709999084e-01,1.097501367330551147e-01
1.087728142738342285e-01,1.098442152142524719e-01
1.087673157453536987e-01,1.097287386655807495e-01
1.087678596377372742e-01,1.098458841443061829e-01
1.087628975510597229e-01,1.097348257899284363e-01
1.087524741888046265e-01,1.097248867154121399e-01
1.087465733289718628e-01,1.097234785556793213e-01
1.087449565529823303e-01,1.097091659903526306e-01
1.087459921836853027e-01,1.097180098295211792e-01
8.659948408603668213e-02,3.069120645523071289e-02
2.942282333970069885e-02,2.932297438383102417e-02
2.899291738867759705e-02,2.905713953077793121e-02
2.883293852210044861e-02,2.896828390657901764e-02
2.870614454150199890e-02,2.884835004806518555e-02
2.864784747362136841e-02,2.878052368760108948e-02
2.858905121684074402e-02,2.874556928873062134e-02
2.855261787772178650e-02,2.872597239911556244e-02
2.853572554886341095e-02,2.870165370404720306e-02
2.851963229477405548e-02,2.870688401162624359e-02
2.851450070738792419e-02,2.871247567236423492e-02
2.853037789463996887e-02,2.870804071426391602e-02
2.848926000297069550e-02,2.866994403302669525e-02
2.850180305540561676e-02,2.874740771949291229e-02
2.849379926919937134e-02,2.865177765488624573e-02
2.847723662853240967e-02,2.866449393332004547e-02
2.847595512866973877e-02,2.864593826234340668e-02
2.847888506948947906e-02,2.874669805169105530e-02
2.849447540938854218e-02,2.866380847990512848e-02
2.845268324017524719e-02,2.870585396885871887e-02
2.846291847527027130e-02,2.863040007650852203e-02
2.845698967576026917e-02,2.863023430109024048e-02
2.845276705920696259e-02,2.861718647181987762e-02
2.844213321805000305e-02,2.861222065985202789e-02
2.844817005097866058e-02,2.862460725009441376e-02
2.845237962901592255e-02,2.861589007079601288e-02
2.843791991472244263e-02,2.862168103456497192e-02
2.843226678669452667e-02,2.861327677965164185e-02
2.845839411020278931e-02,2.861064486205577850e-02
