# train_loss,val_loss
8.854834735393524170e-02,8.310661464929580688e-02
8.271545171737670898e-02,8.250099420547485352e-02
8.228749036788940430e-02,8.221304416656494141e-02
8.215109258890151978e-02,8.213970065116882324e-02
8.208183944225311279e-02,8.216668665409088135e-02
8.204282820224761963e-02,8.204611390829086304e-02
8.201076835393905640e-02,8.204180747270584106e-02
8.200064301490783691e-02,8.203630894422531128e-02
8.197546005249023438e-02,8.204478770494461060e-02
8.195867389440536499e-02,8.200859278440475464e-02
8.194077014923095703e-02,8.200777322053909302e-02
8.192564547061920166e-02,8.213604241609573364e-02
8.192050457000732422e-02,8.194759488105773926e-02
8.190364390611648560e-02,8.193583786487579346e-02
8.189994841814041138e-02,8.198586106300354004e-02
8.188967406749725342e-02,8.192640542984008789e-02
8.188034594058990479e-02,8.201685547828674316e-02
8.188129216432571411e-02,8.252386748790740967e-02
8.190385997295379639e-02,8.195070922374725342e-02
8.185854554176330566e-02,8.191331475973129272e-02
8.185654133558273315e-02,8.191160857677459717e-02
8.184887468814849854e-02,8.194644004106521606e-02
8.185281604528427124e-02,8.189049363136291504e-02
8.183348178863525391e-02,8.188792318105697632e-02
8.182017505168914795e-02,8.191097527742385864e-02
8.181525766849517822e-02,8.187250047922134399e-02
8.179237693548202515e-02,8.185323327779769897e-02
8.178495615720748901e-02,8.184790611267089844e-02
8.177581429481506348e-02,8.183483779430389404e-02
5.606692284345626831e-02,5.508698523044586182e-02
3.423095494508743286e-02,1.617677626200020313e-03
1.727284980006515980e-03,1.556240720674395561e-03
1.666427706368267536e-03,1.473616575822234154e-03
1.633591949939727783e-03,1.437760423868894577e-03
1.603037933818995953e-03,1.473948126658797264e-03
1.591254724189639091e-03,1.410654978826642036e-03
1.580730895511806011e-03,1.416261773556470871e-03
1.575447618961334229e-03,1.878569833934307098e-03
1.586772501468658447e-03,1.390718738548457623e-03
1.555555500090122223e-03,1.397527288645505905e-03
1.548329484649002552e-03,1.396009582094848156e-03
1.537283067591488361e-03,1.391244237311184406e-03
1.530008274130523205e-03,1.439555780962109566e-03
1.519450452178716660e-03,1.422462868504226208e-03
1.500669168308377266e-03,1.364964060485363007e-03
1.494665280915796757e-03,1.333744497969746590e-03
1.478286809287965298e-03,1.354341860860586166e-03
1.471328316256403923e-03,1.395510742440819740e-03
1.461822423152625561e-03,1.325970049947500229e-03
1.434739097021520138e-03,1.356285298243165016e-03
1.445353496819734573e-03,1.290728454478085041e-03
1.427259645424783230e-03,1.306255580857396126e-03
1.410224009305238724e-03,1.259110285900533199e-03
1.393120735883712769e-03,1.292239059694111347e-03
1.383150578476488590e-03,1.243259641341865063e-03
1.365510630421340466e-03,1.360920839942991734e-03
1.356688444502651691e-03,1.300824456848204136e-03
1.345133641734719276e-03,1.267073792405426502e-03
1.321454648859798908e-03,1.359761925414204597e-03
1.310519990511238575e-03,1.196287339553236961e-03
1.302830409258604050e-03,1.209337031468749046e-03
1.296730712056159973e-03,1.248014741577208042e-03
1.279431628063321114e-03,1.171278068795800209e-03
1.282776356674730778e-03,1.208929577842354774e-03
1.284884754568338394e-03,1.215071417391300201e-03
1.279266085475683212e-03,1.167358364909887314e-03
1.241107354871928692e-03,1.181263010948896408e-03
1.243690028786659241e-03,1.191126881167292595e-03
1.245491090230643749e-03,1.145721296779811382e-03
1.222900464199483395e-03,1.163189765065908432e-03
1.229103654623031616e-03,1.181228435598313808e-03
1.224385807290673256e-03,1.170311123132705688e-03
1.211744267493486404e-03,1.143089262768626213e-03
1.206671935506165028e-03,1.122352783568203449e-03
1.206528628244996071e-03,1.151492353528738022e-03
1.199163030833005905e-03,1.105491071939468384e-03
1.183378743007779121e-03,1.107971300370991230e-03
1.197698526084423065e-03,1.178427133709192276e-03
1.196153694763779640e-03,1.198676531203091145e-03
1.293848850764334202e-03,1.170314964838325977e-03
1.271240529604256153e-03,1.314361579716205597e-03
1.205252017825841904e-03,1.112662837840616703e-03
